title,link,current_price,old_price,discount,rating,rating_num,shipping,Best Seller Ranking,Series,AI Features,Operating System,Processor Name,Screen Size,Resolution,Refresh Rate,SSD,Memory,Memory Slot (Total),WiFi Generation,Bluetooth,USB,HDMI,Other port,Backlit Keyboard,Battery,First Listed on Newegg,Brand,Model,Part Number,Color,CPU Type,Number of Cores,CPU L2 Cache,CPU L3 Cache,Touchscreen,Wide Screen Support,Display Type,Panel,GPU/VPU,Video Memory,Graphic Type,Storage Spec,Memory Speed,Memory Spec,Memory Slot (Available),WLAN,Ethernet,Audio Ports,Speaker,Touchpad,Webcam,Style,Type,Usage,AC Adapter/Charger,Dimensions (W x D x H),Weight,Package Content,Neural Processing Unit (NPU),Display Features,Optical Drive Type,Thunderbolt,Audio,Card Reader,Battery Life,LAN,Keyboard,Cosmetic Condition,HDD,Core Name,Video Port,Turbo Frequency,Smart Cache,Max Memory Supported,Other Features,Release Year,CPU,Screen,Storage,Consumer Alert,Docking Connector,Software Included,Graphics Card,Communication,Other Input Devices,Virtual Reality Ready
"MSI VenturePro 16 A2RWETG-038US 16"" Touchscreen Notebook - Intel Core 9  270H (2.70 GHz) - 32GB DDR5 - 1TB NVMe SSD - NVIDIA GeForce RTX 5060 GPU - Windows 11 Home - Wi-Fi 6E (VENPRO16A2038)",https://www.newegg.com/msi-16-0-geforce-rtx-5060-laptop-gpu-intel-core-9-270h-fhd-32gb-ddr5-memory-1tb-nvme-ssd/p/N82E16834156950,,"$1,549.00",,,,Free Shipping,#87 in All Laptop,,,Windows 11 Home,Intel Core 9 270H,"16.0""",1920 x 1200,,1TB NVMe,32GB DDR5,2,Wi-Fi 6E,Bluetooth 5.3,1 x USB 3.2 Gen 2 Type-C / 2 x USB 3.2 Gen 1 Type-A,1 x HDMI 2.1,,Backlit,4 cell (55Whr) Li-Polymer,"April 23, 2026",MSI,VenturePro 16 A2RWFTG-038US,VenturePro 16 A2RWFTG-038US,Solid Gray,Intel Core 9 Processors (Series 2),14-core (6P+8E) Processor,,24 MB,Touch Screen,Yes,FHD+,IPS,GeForce RTX 5060 Laptop GPU,8GB,Dedicated Card,,DDR5 5600,16 GB x 2,0.0,Intel WiFi 6E AX211 (2x2),1 x RJ-45 (2.5Gbps),1 x Headphone/Microphone Combo Jack,2 x 2W,Touchpad w/ Fingerprint support Windows Hello FIDO2,720p HD Webcam,Thin and Light,Gaming / Home / Personal / Mainstream,Consumer / Gaming / Home / Personal / Mainstream,120-watt AC Adapter,"14.15"" x 9.66"" x 0.91""",4.19 lbs.,,,,No,,"DTS Audio Processing, Noise Cancellation Pro, Spatial Array Microphone (3 Mic), Hi-Res Audio",,,10/100/1000Mbps,White backlight keyboard (99 Key),,,,,,,64 GB,,,Intel Core 9 270H,"16""",1TB NVMe SSD,,,,NVIDIA GeForce RTX 5060 Laptop GPU,Gigabit LAN and WLAN,,
"Dell 14 Plus Copilot+ PC Laptop DB14255, 14"" FHD+, AMD Ryzen 7, AMD Radeon Graphics, 32 GB RAM, 1TB SSD",https://www.newegg.com/dell-14/p/1TS-000A-15D04,"$1,769.99",,,,,,,Dell 14 Plus DB14255,,"Windows 11 Home, Copilot+ PC","AMD Ryzen™ AI 7 350 (50 TOPS NPU, 8 cores, up to 5.0 GHz Max Boost Clock)",14,,,,"32 GB: LPDDR5X, 7500 MT/s",,Wi-Fi 7,Bluetooth® wireless card,,,,,,"March 06, 2026",,dell-db14255-laptop,,Ice Blue,,,,,Non-Touch,,,,AMD Radeon™ Graphics,,,,,,,,,,,,Yes,,,,,,Starting weight: 3.35 lb (1.52 kg),"Laptop, AC Adapter, Power Cord, User Documentation",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Refurbished Lenovo Thinkpad T14 Gen 1 14"" Full HD 1920 x 1080 IPS Non-touch Ultrabook - 10th Gen Intel QUAD Core i7-10510U 1.8GHz  40 GB RAM DDR4 1TB SSD, Wi-Fi, Bluetooth, Webcam Windows 11 Pro",https://www.newegg.com/lenovo-thinkpad-14-0-fhd-non-touch-screen-intel-core-i7-10510u-intel-uhd-graphics-40gb-memory-1-tb-ssd-black-silver/p/1TS-000E-1BK44,$809.99,,,,,Free Shipping,,ThinkPad,,Windows 11 Pro,Intel Core i7-10510U,"14.0""",1920 x 1080,,1TB,40GB,1,Wi-Fi 5,Yes,,1 x HDMI,,,,"September 05, 2024",Lenovo,T14 Gen 1,20S0002NUS,Black / Silver,Intel Core i7 10th Gen,Quad-core Processor,,6 MB,Non-Touch Screen,,FHD,IPS,Intel UHD Graphics,Shared system memory,Integrated Card,"One drive, up to 1TB M.2 2242 SSD",DDR4 2666,8 GB onboard + 32 GB x 1,0.0,,1 x RJ-45,,Internal Speakers,Yes,Yes,Ultrabook,Work / Business,Business,45-watt AC Adapter,,3 - 3.9 lbs.,,,In-plane Switching (IPS) Technology,No,1 x Thunderbolt 3,Integrated Sound card,,,10/100/1000Mbps,Standard,,,,1 x HDMI,4.40 GHz,Optional,48 GB,,,,,,,,,,,Yes,
"Refurbished HP EliteBook 830 G8 Laptop Intel Core i7-1185G7 32GB RAM 256GB SSD 13.3"" FHD Touchscreen Windows 11 Pro",https://www.newegg.com/lt-hp830g8-i7-g11-32-256t-13-3-touch-screen-32gb-memory-256-gb-ssd-silver/p/1TS-000D-1N5X2,$399.99,$549.99,27%,,,Free Shipping,,EliteBook,,Windows 11 Pro,Intel Core i7-1185G7,"13.3""",1920 x 1080,,256GB,32GB,,,Yes,,1 x HDMI,,,,"October 18, 2024",HP,EliteBook 830 G8,LT-HP830G8/I7-G11-32-256T,Silver,Intel Core i7,,,,Touch Screen,,,,,,,,,,,,,,,,Yes,,Education / Everyday Value / Home / Personal / Mainstream / Work / Business,,with Adapter,,6.0000,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,
"HP 2024 17t Business Professional Rose Gold Laptop, 17.3"" HD+ Touchscreen, Intel Core i5-1334U, 16GB RAM, 512GB SSD, Webcam, FP Reader, Backlit KB, HDMI, Wi-Fi 6, Windows 11 Pro",https://www.newegg.com/hp-essential-17-3-hd-touch-screen-intel-core-i5-1334u-intel-iris-xe-graphics-16gb-ddr4-memory-512gb-pcie-ssd-rose-gold/p/1TS-000D-1SPV9,$689.00,,,,,Free Shipping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP 15.6"" FHD Laptop, AMD Ryzen 3 3250U - 8GB RAM - 512GB SSD - Windows 10 Home in S mode - Silver",https://www.newegg.com/hp-15-6-non-touch-screen-2-60ghz-amd-radeon-graphics-8gb-memory-512-gb-ssd-silver/p/1TS-000D-0P2B8,$354.00,,,,,Free Shipping,,,,Windows 10 in S mode,2.60GHz,"15.6""",,,512GB,8GB,,,,,,,,,"September 30, 2021",,,,Silver,AMD Ryzen 3 3000 Series,,,,Non-Touch Screen,,,,AMD Radeon Graphics,,,,,,,,,,,,,,Home / Personal,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,
"MSI Modern 14"" FHD Laptop | Intel Core i7-1195G7 Processor | 16GB RAM | 512GB SSD | Intel Iris Xe Graphics | Backlit Keyboard | Windows 11 Home | Black | Bundle with Wireless Mouse",https://www.newegg.com/msi-14-0-non-touch-screen-intel-core-i7-1195g7-intel-iris-xe-graphics-16gb-memory-512-gb-ssd-black/p/1TS-0016-05526,$629.99,,,,,Free Shipping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASUS Vivobook 15 Business Laptop, Intel Core 7 150U(>i7 1255U), 15.6"" FHD Touchscreen, 40GB DDR5 RAM, 2TB SSD, Fingerprint Reader for Secure Login, Backlit Keyboard, Windows 11 Home, Blue, PCO Bundle",https://www.newegg.com/asus-vivobook-15-6-fhd-touch-screen-intel-core-7-150u-intel-graphics-40gb-ddr5-memory-2tb-pcie-ssd-blue/p/1TS-001A-0BR84,"$1,479.00",,,,,Free Shipping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP 15.6 Full HD Business&Home  Laptop - with Microsoft Office Lifetime License,13th Generation Intel core i3-N305 8-Core Processor 32GB RAM, 256 GB PCIe SSD Windows 11 Pro/Xtredura Flash Drive",https://www.newegg.com/hp-15-6-non-touch-screen-32gb-memory-256-gb-ssd-silver/p/1TS-000D-1T1A6,$669.79,,,,,Free Shipping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dell Inspiron 15.6"" Full HD 1920 x 1080 TouchScreen Laptop, AMD Ryzen 7 7730U Processor,32GB RAM,512GB SSD, AMD Radeon Graphics,Wifi-AC,Windows 11 Pro",https://www.newegg.com/dell-inspiron-15-6-15-6-inch-fhd-wide-view-angle-anti-glare-60hz-220-nits-led-backlit-touch-narrow-border-display-touch-screen-amd-radeon-graphics-32gb-memory-512-gb-ssd-black/p/1TS-000A-13982,$779.79,,,,,Free Shipping,,Inspiron,,Windows 11 Pro,,"15.6""",1920 x 1080,,512GB,32GB,2,,5,"1 x USB 3.2, 1 x USB 2.0, 1 x USB Type-C 3.2",1 x HDMI,,No,"3-Cell, 41 WHr Lithium Ion Battery","December 16, 2025",DELL,3535,,Black,AMD Ryzen 7,8-core Processor,,16MB,Touch Screen,Yes,15.6 inch FHD (1920 x 1080) Wide View Angle Anti-Glare 60Hz 220-nits LED-Backlit Touch Narrow Border Display,,AMD Radeon Graphics,,Integrated,512GB SSD,DDR4,32GB DDR4,,Wifi-AC,,1 x Headphone/Microphone Combo Jack,Integrated Stereo Speakers,Yes,Integrated Widescreen HD Webcam with Dual Digital Microphone Array,Standard,Mainstream,Business,65W,14.11 x 9.27 x .70,4,"Laptop, Power Adapter, Power Cord",,15.6 inch FHD (1920 x 1080) Wide View Angle Anti-Glare 60Hz 220-nits LED-Backlit Touch Narrow Border Display,No,,,1x SD Media Card Reader,Up to 6 Hours,No,Full Size Keyboard with Numeric Keypad,,No,,HDMI,4.50GHz,,32 GB,,,,,,,,,,,,
"Exsurf 15.6"" Business Laptop, AMD Ryzen 3250C, 16GB DDR4 RAM 1TB NVMe SSD, Windows 11 Pro Laptop Computer, Backlight Keyboard, Fingerprint Reader, Silver",https://www.newegg.com/exsurf-15-6-non-touch-screen-amd-ryzen-3-3250c-amd-radeon-rx-vega-3-16gb-memory-1tb-nvme-ssd-silver/p/1TS-00TY-00011,$439.99,$649.99,32%,,,Free Shipping,#90 in All Laptop,,,Windows 11 Pro,AMD Ryzen 3 3250C,"15.6""",,60 Hz,1TB NVMe,16GB,2,Wi-Fi 6,Bluetooth 5.3,"1 x USB 3.0, 2 × USB 2.0",1 x HDMI,"1×Type C (charge+data+HDMI) , 1×Type C (charge+data), 1×3.5mm headphone jack, 1×MicroSD card  reader",Backlit,Lithium Ion,"June 02, 2026",Exsurf,,,Silver,AMD 3000 Series,,,,Non-Touch Screen,,,,AMD Radeon RX Vega 3,,,,,,1.0,dual-band WiFi 6 802.11 ax/ac/a/b/g/n/,,,Built-in stereo speakers 4R/2.0W x 2,Yes,Yes,,,,,14.17in x 10.83in x 0.71in,3 - 3.9 lbs.,,,,,,,,,,,,,,,,,64 GB,,,,,,,,,,,,
"Lenovo V15 G4 IRU - 15.6 Inch FHD (1920x1080) Non-Touchscreen Laptop, Intel Core i3-1315U, 16GB RAM - 512GB SSD, Intel Integrated Graphics, Windows 11 Home - Black (83A100PBUS)",https://www.newegg.com/lenovo-15-6-non-touch-screen-intel-core-i3-1315u-intel-uhd-graphics-16gb-memory-512gb-nvme-ssd-business-black/p/1TS-000E-1EC07,$518.99,,,,,Free Shipping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dell Latitude 5510 Notebook, 15.6"" FHD Display, Intel Core i5-10210U Upto 4.2GHz, 16GB RAM, 500GB PCIe-NVMe, HDMI, DisplayPort via USB-C, Card Reader, Wi-Fi, Bluetooth, Windows 10 Pro",https://www.newegg.com/dell-latitude-15-6-fhd-non-touch-screen-1-60ghz-intel-uhd-graphics-16gb-memory-500-gb-ssd-dark-gray/p/1TS-000A-0MU06,"$1,299.99",,,,,Free Shipping,,Latitude,,Windows 10 Pro,1.60GHz,"15.6""",1920 x 1080,,500GB,16GB,,Wi-Fi 6,Bluetooth 5.0,"1x USB-C 3.2 Gen 2, 3x USB 3.1 Gen 1",,,,4-cell Lithium Ion,"March 01, 2022",DELL,5510,5510,Dark Gray,Intel Core i5 10th Gen,,,,Non-Touch Screen,,FHD,,Intel UHD Graphics,,,500GB PCIe SSD,DDR4,,,Wi-Fi 6,1 x RJ-45,1 x Headphone/Microphone Combo Jack,Integrated Stereo Speakers,Yes,No,,Work / Business,,65-watt AC Adapter,,,,,,No,,Integrated Sound card,3-in-1,,10/100/1000Mbps,Standard,,No,,"1x HDMI, 1x DisplayPort via USB-C",,,,,,,,,,,,,,Yes,
"Refurbished HP EliteBook 845 G8 14"" FHD AMD Ryzen 5 PRO 5650U 2.3 GHz up to 4.2 GHz 16 GB DDR4 256 GB SSD AMD Radeon Graphics Windows 11 Pro Laptop, Silver, Minor Scratches - 61H99UC-I001",https://www.newegg.com/hp-14-0-no-amd-radeon-graphics-16gb-memory-256-gb-ssd-silver/p/1TS-000D-1RM67,$248.99,,,,,Free Shipping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Refurbished Dell Inspiron 3520 Home & Business Laptop (Intel i5-1135G7 4-Core, 64GB RAM, 512GB PCIe SSD, Intel Iris Xe, 15.6"" 120 Hz Full HD (1920x1080), Wifi, Bluetooth, Webcam, Win 11 Pro) (Renewed)",https://www.newegg.com/dell-inspiron-3520-15-6-non-touch-screen-intel-iris-xe-graphics-64gb-memory-512-gb-ssd-black/p/1TS-000A-13FK7,$646.13,,,,,Free Shipping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Refurbished DELL Latitude 7410 Laptop Intel Core i7-10610U 16GB RAM 512 GB SSD Intel UHD Graphics 14.0"" FHD Windows 11 Pro",https://www.newegg.com/dell-latitude-14-fhd-non-touch-screen-intel-core-i7-10610u-intel-uhd-graphics-16gb-memory-512-gb-ssd/p/N82E16834833858,$249.00,,,3.0,1.0,Free Shipping,,Latitude,,Windows 11 Pro 64-bit,Intel Core i7-10610U,"14""",1920 x 1080,,512GB,16GB,,,,,,,,,"March 19, 2026",DELL,7410,,,Intel Core i7 10th Gen,Quad-core Processor,,8 MB,Non-Touch Screen,Yes,FHD,,Intel UHD Graphics,Shared system memory,Integrated Card,,,,,,,,,,,Standard,Work / Business,Business,,,,,,,No,,,,,,,,No,Comet Lake,,,,,,,,,,,,,,,,
"ASUS Vivobook 16 Business Laptop 16.0"" IPS WUXGA Display (AMD Ryzen 7 7730U, 24GB DDR4, 1TB PCIe SSD, AMD Radeon, Backlit KB, Fingerprint, WiFi 6E, Webcam, Bluetooth 5.3, Win 11 Pro)",https://www.newegg.com/asus-vivobook-16-16-0-non-touch-screen-amd-radeon-graphics-24gb-memory-1-tb-ssd-black/p/1TS-001A-0B333,$889.99,,,,,Free Shipping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP Business Laptop 17.3"" IPS Full HD Intel Core i5-1335U Intel Iris Xe Graphics 16GB RAM 512GB SSD Fingerprint Reader Backlit Keyboard Long-Battery WiFi 6 Bluetooth 5.2 Webcam Windows 11 Pro Silver",https://www.newegg.com/hp-17-3-fhd-non-touch-screen-intel-core-i5-1335u-intel-iris-xe-graphics-16gb-memory-512-gb-ssd-silver/p/1TS-000D-1RPC3,$749.00,,,,,Free Shipping,,,AI Ready,Windows 11 Pro,Intel Core i5-1335U,"17.3""",1920 x 1080,60 Hz,512GB,16GB,,Wi-Fi 6,Bluetooth 5.2,1 x USB 3.1 Gen 1 Type-C,1 x HDMI,1x Headphone/Microphone combo jack (3.5mm),Backlit,,"September 30, 2025",HP,,,Silver,Intel Core i5 13th Gen,10-core Processor,12MB,,Non-Touch Screen,,FHD,IPS,Intel Iris Xe Graphics,,Integrated Card,,DDR4 3200,,,,,1 x Headphone/Microphone Combo Jack,Internal Speakers,,720p HD,Standard,Work / Business,Business,45-watt AC Adapter,,4 - 4.9 lbs.,,,,,,1x Headphone/Microphone combo jack (3.5mm),,,10/100/1000Mbps,Full size with Keyboard light,,No,,1 x HDMI,,,,Fingerprint reader,,,,,,,,,,,
"HP OmniBook X 17-dd0057nr 17.3 FHD touch Next Gen AI Laptop -Intel Core Ultra 7 256V Processor - NVIDIA GeForce RTX 4050 Graphics - 16GB DDR5 RAM,1 TB SSD - Win 11 Home",https://www.newegg.com/hp-17-3-fhd-touch-screen-intel-core-ultra-7-256v-geforce-rtx-4050-laptop-gpu-16gb-ddr5-memory-1tb-ssd-silver/p/1TS-000D-1SZ44,"$1,208.00","$1,216.00",,,,Free Shipping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo ThinkPad X1 Carbon Gen 12 Laptop, 14"" WUXGA Display, Intel Core Ultra 5 125U Upto 4.3GHz, 16GB RAM, 1TB SSD, Backlit keys, Fingerprint Reader, Windows 11 Pro",https://www.newegg.com/lenovo-thinkpad-14-0-wuxga-intel-uhd-graphics-16gb-memory-1-tb-ssd-black/p/1TS-000E-1E051,"$1,379.99",,,,,Free Shipping,,ThinkPad,,Windows 11 Pro,,"14.0""",1920 x 1200,,1 TB,16GB,0,Wi-Fi 6E,Bluetooth 5.3,4,1 x HDMI,,Backlit,3-cell Lithium Ion,"February 17, 2026",Lenovo,X1 Carbon Gen 12,21KDSN1V00,Black,Intel Core Ultra 5 (Series 1),12-core Processor,,,No,Yes,WUXGA,IPS,Intel UHD Graphics,,Integrated Card,1TB NVMe SSD,DDR5 6400,16 GB onboard,0.0,802.11ax Wireless LAN,,1 x Headphone/Microphone Combo Jack,Integrated Stereo Speakers,Yes,Yes,Thin and Light,Work / Business,,,8.45 x 12.31 x 0.59 in,2 - 2.9 lbs.,,,,No,1 x Thunderbolt 4,Integrated Sound card,,Up to 10 Hours,,Standard,,No,,"1 x HDMI, Thunderbolt",4.3GHz,12MB,16 GB,Fingerprint reader,,,,,,,,,,,
"Refurbished HP 640 G8 Laptop Intel Core i5-1135G7 16GB Memory 256GB SSD Intel Iris Xe Graphics 14""   Windows 11Pro 64bit",https://www.newegg.com/hp-14-0-non-touch-screen-intel-core-i5-1135g7-intel-iris-xe-graphics-16gb-memory-256-gb-ssd-silver/p/N82E16834818023,$399.99,,,,,Free Shipping,,,,Windows 11 Pro 64-bit,Intel Core i5-1135G7,"14.0""",1366 x 768,,256GB,16GB,,,,1 x USB 3.1 Gen 2 Type-C / 2 x USB 3.1 Gen 1 Type-A,1 x HDMI,,,,"September 26, 2024",HP,640 G8,J5-640G8A03,Silver,Intel Core i5 11th Gen,Quad-core Processor,,,Non-Touch Screen,Yes,,,Intel Iris Xe Graphics,Shared system memory,Integrated Card,,,,,,1 x RJ-45,1 x Headphone/Microphone Combo Jack,,,,Standard,Work / Business,Business,,,,,,,No,,,,,,,Grade A (Excellent),,,,,,,,,,,,,,,,,,
"Dell Inspiron 3530 15.6"" FHD Touch Laptop,Intel Core i7-1355U,Intel Iris Xe Graphics,Wi-Fi6 and Bluetooth 5.3,16 GB RAM|512 GB SSD,Windows11 Home,Carbon Black",https://www.newegg.com/dell-15-6-fhd-touch-screen-intel-core-i7-1355u-intel-iris-xe-graphics-16gb-memory-512-gb-ssd-black/p/1TS-000A-104R7,$799.99,,,,,Free Shipping,,,,Windows 11 Home,Intel Core i7-1355U,"15.6""",1920 x 1080,,512GB,16GB,,Wi-Fi 6,Bluetooth 5.3,,,,Non-backlit,3-cell Lithium Ion,"March 12, 2025",,Inspiron i3530,,Black,Intel Core i7 13th Gen,,,,Touch Screen,,FHD,,Intel Iris Xe Graphics,,,,DDR4 2666,,,,,,,,,,Home / Personal,,45-watt AC Adapter,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,
"Refurbished Dell Latitude 5430 Laptop Intel Core i7-1255U 16GB RAM 256 SSD 14.0"" FHD Touchscreen Windows 11 Pro",https://www.newegg.com/dell-latitude-14-0-fhd-touch-screen-intel-core-i7-1255u-intel-iris-xe-graphics-16gb-ddr4-memory-256gb-nvme-ssd-gray/p/N82E16834817602,$324.99,$499.99,35%,1.0,1.0,Free Shipping,#34 in All Laptop,Latitude,,Windows 11 Pro,Intel Core i7-1255U,"14.0""",1920 x 1080,,256GB NVMe,16GB DDR4,,,,2 x USB 3.2 Gen 1 Type-A,1 x HDMI 2.0,"1 x Memory Card Reader, 1 x Smart Card Reader, 1 x Global Headset Jack",Backlit,,"April 01, 2026",DELL,5430,LT-DE5430/i7-G12-16-256TS,Gray,Intel Core i7 12th Gen,10-core (2P+8E) Processor,,12 MB,Touch Screen,Yes,FHD,,Intel Iris Xe Graphics,Shared system memory,Integrated Card,,DDR4 3200,,,,1 x RJ-45,,,,Yes,Thin and Light,Mainstream / Work / Business,Business,,12.65'' x 8.35'' x 0.76'',3.01 lbs.,,,"Anti-glare, LED Backlight Narrow Border WVA Display, 300 nits",,2 x Thunderbolt 4,,,,,Backlit Keyboard,,No,Alder Lake,,,,,,,,,,,,,,,,
"Refurbished Lenovo IdeaPad 5 2-in-1 AMD Ryzen AI 7 350 16GB RAM 1TB SSD AMD Radeon 860M 14"" Touchscreen Windows 11 Home",https://www.newegg.com/lenovo-14/p/1TS-000E-1DPR8,$649.00,,,,,Free Shipping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo - Flex 5i 15.6"" FHD Touch-Screen Laptop - Core i5-1135G7 - 8GB Memory - 256GB SSD - Graphite Grey (82HT00CQUS)",https://www.newegg.com/lenovo-15-6/p/1TS-000E-106Z0,$559.99,,,,,Free Shipping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP ProBook 450 G10 Business Laptop (15.6"" FHD Anti-Glare, Intel 10-Core i5-1334U, 16GB RAM, 512GB SSD, (Beats i7-1255U)) Backlit KB, Webcam, Ethernet, Wi-Fi 6E, Win 11 Pro w/ AI Copilot, Silver",https://www.newegg.com/hp-15-6/p/1TS-000D-1NVB5,$999.99,,,,,Free Shipping,,,,,,"15.6""",,,,,,,,,,,,,"January 22, 2025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Refurbished Apple MacBook Pro Laptop Core i7 2.5GHz 16GB RAM 512GB SSD 15"" - MJLT2LL/A (2015) - Excellent Condition",https://www.newegg.com/apple-15-4-16gb-memory-512-gb-ssd-silver/p/2SN-0001-039G7,$264.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo V15 Business Laptop - 15.6"" Full HD,Intel Core i5-13420H,16GB DDR4,512GB SSD,Intel UHD Graphics, Windows 11 Pro",https://www.newegg.com/lenovo-v15-g4-15-6-full-hd-anti-glare-intel-uhd-graphics-16gb-memory-512-gb-ssd-grey/p/1TS-000E-1D3J3,$679.00,,,,,Free Shipping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo V15 G4 15.6"" FHD Business Laptop,Intel Core i5-13420H(up to 4.6 GHz),16GB RAM,512GB NVMe SSD,Windows 11 Pro,Black",https://www.newegg.com/lenovo-15-6-full-hd-intel-core-i5-13420h-intel-uhd-graphics-16gb-memory-512-gb-pcie-ssd/p/1TS-000E-1CPU7,$679.00,,,,,Free Shipping,,,,Windows 11 Pro,Intel Core i5-13420H,"15.6""",1920 x 1080,,512GB PCIe,16GB,,Wi-Fi 5,Bluetooth 5.1,,,,,3-cell Lithium Ion,"June 27, 2025",,,,,Intel Core i5 13th Gen,,,,,,Full HD,,Intel UHD Graphics,,,,,,,,,,,,,,Work / Business,,65-watt AC Adapter,,,,,,,,,,Up to 9 Hours,,,,,,,,,,,,,,,,,,,,,
"Refurbished Dell Latitude 7420 Business Laptop, 14.0"" FHD (1920x1080) Non-Touch, 11th Gen Intel Core i7-1185G7, 16GB RAM, 512GB SSD, Windows 11 Pro",https://www.newegg.com/dell-14-0-touch-screen-integrated-graphics-16gb-memory-512-gb-ssd-black/p/1TS-000A-128K4,$349.00,,,,,Free Shipping,#63 in All Laptop,,,Windows 11 Pro,,"14.0""",1920 x 1080,,512GB,16GB,,,Yes,,,,,,"February 23, 2025",DELL,Dell Latitude 7420,,Black,Intel Core i7 11th Gen,,,,Touch Screen,,,,Integrated Graphics,,Integrated Card,,DDR4 1866,,,802.11ac Wireless LAN,,,,Yes,,,Mainstream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Acer Aspire 14"" AI Copilot+ PC  Intel Core Ultra 9 processor 288V  WUXGA (1920 x 1200) Touchscreen  32GB RAM - 1TB SSD- Windows 11 Home - Steel Gray",https://www.newegg.com/acer-america-aspire-14-0-wuxga-touch-screen-32gb-memory-1-tb-ssd-steel-gray/p/1TS-000X-063J6,"$1,019.99",,,,,,,Aspire,Copilot+ PC,Windows 11 Home,,"14.0""",1920 x 1200,,1TB,32GB,,Wi-Fi 6E,Bluetooth 5.3,,,,Backlit,,"January 26, 2026",Acer,,,Steel Gray,Intel Core Ultra 9 (Series 1),,,,Touch Screen,,WUXGA,IPS,,,,"One drive, up to 1TB M.2 2242 SSD",,32 GB x 1,,802.11ax Wireless LAN,,,,,1080p FHD,,,,,,,,,In-plane Switching (IPS) Technology,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP EliteBook 645 G11 Laptop, 14"" WUXGA Display, AMD Ryzen 7 7735U Upto 4.7GHz, 16GB RAM, 512GB SSD, Backlit keys, Fingerprint Reader, Windows 11 Pro (A6TR0UT#ABA)",https://www.newegg.com/hp-elitebook-14-0-wuxga-not-found-16gb-memory-512-gb-ssd-silver/p/1TS-000D-1T3B5,"$1,149.99",,,,,Free Shipping,,EliteBook,,Windows 11 Pro,,"14.0""",1920 x 1200,,512 GB,16GB,2,Wi-Fi 6E,Bluetooth 5.3,4,1 x HDMI,,Backlit,3-cell Lithium Ion,"July 09, 2026",HP,645 G11,A6TR0UT#ABA,Silver,AMD Ryzen 7 7000 Series,8-core Processor,4MB,16 MB,No,Yes,WUXGA,IPS,Not found,,Integrated Card,512GB NVMe SSD,DDR5 4800,16 GB x 1,1.0,802.11ax Wireless LAN,1 x RJ-45 (1Gbps),1 x Headphone/Microphone Combo Jack,Integrated Stereo Speakers,Yes,Yes,Standard,Work / Business,,,8.83 x 12.54 x 0.66 in,3 - 3.9 lbs.,,,,No,,Integrated Sound card,,Up to 10 Hours,10/100/1000Mbps,Standard,,No,,1 x HDMI,4.7GHz,,64 GB,Fingerprint reader,,,,,,,,,,,
